timestamp,A,X,B,Y,chiamate,p0,p_cappuccio,z,significativo
6245762,46,40,46,40,3,1.8779977539146866e-05,0.0009025960296435275,7.005827383316952,1.2276846206304981e-12
6245854,43,41,43,41,3,5.258393710961122e-05,0.0010465139005118858,4.865482609322688,5.708892548694777e-07
6245952,47,22,47,22,3,0.0012732824771541573,0.00018833696681538184,-0.7396324421923796,0.7702384745709738
6246880,43,41,43,41,3,5.258393710961122e-05,0.0010465139005118858,4.865482609322688,5.708892548694777e-07
6249893,45,26,45,26,3,0.0011643586074271055,9.949877492133378e-05,-0.6549805282653107,0.7437598545821976
6250119,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6250227,45,26,45,26,3,0.0011643586074271055,9.949877492133378e-05,-0.6549805282653107,0.7437598545821976
6251859,46,15,46,15,3,0.0015061541986395785,0.00027539839487154887,-0.883517851869657,0.811521729225001
6252248,44,29,44,29,3,0.0005558873351587471,0.00034469218454890633,-0.24554509524449256,0.5969828021613932
6253034,8,36,8,36,3,3.7559955078293715e-06,0.0005703411919597883,6.979767151494527,1.4783729795908584e-12
6253371,44,29,44,29,3,0.0005558873351587471,0.00034469218454890633,-0.24554509524449256,0.5969828021613932
6253526,46,15,46,15,3,0.0015061541986395785,0.00027539839487154887,-0.883517851869657,0.811521729225001
6253724,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6254073,46,38,46,38,3,3.7559955078293715e-06,0.0009914342215375758,17.72745731207089,0.0
6254579,47,18,47,18,3,0.0013559143783264036,0.00017767638378809604,-0.7704612571044943,0.7794868357986408
6254735,45,40,45,40,3,1.5023982031317493e-05,0.0006822773137462887,5.0747116924275995,1.94041982926052e-07
6254837,46,38,46,38,3,3.7559955078293715e-06,0.0009914342215375758,17.72745731207089,0.0
6254926,47,14,47,14,3,0.0025127609947378504,0.0006751702583947649,-1.4139578980681393,0.9213128677168788
6254956,42,38,42,38,3,7.511991015658745e-06,0.0005205918044991213,4.899528804342157,4.803338319314675e-07
6255305,44,30,44,30,3,0.0005859352992213821,0.00034113865687314436,-0.2850480984399091,0.6121963537319516
6255921,47,41,47,41,3,1.8779977539146866e-05,0.0006396349816371457,4.129973277190904,1.814027013924413e-05
6256193,44,30,44,30,3,0.0005859352992213821,0.00034113865687314436,-0.2850480984399091,0.6121963537319516
6256226,47,18,47,18,3,0.0013559143783264036,0.00017767638378809604,-0.7704612571044943,0.7794868357986408
6257256,45,11,45,11,3,0.002013213592196544,0.0002594075203306202,-1.2078713971236703,0.8864516334041936
6257683,47,37,47,37,3,7.511991015658745e-06,0.0006378582177992648,6.573766699549863,2.4529045461463284e-11
6257717,47,37,47,37,3,7.511991015658745e-06,0.0006378582177992648,6.573766699549863,2.4529045461463284e-11
6258095,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6258651,47,14,47,14,3,0.0025127609947378504,0.0006751702583947649,-1.4139578980681393,0.9213128677168788
6259241,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6259573,44,41,44,41,3,3.755995507829373e-05,0.0017820941293946032,12.006407506937304,0.0
6261583,43,32,43,32,3,0.0007061271554719223,0.0005028241661203119,-0.2417803300903281,0.5955248094481776
6262725,44,41,44,41,3,3.755995507829373e-05,0.0017820941293946032,12.006407506937304,0.0
6263833,45,37,45,37,3,1.8779977539146866e-05,0.0007213661181796699,4.8746151913179485,5.451037815573656e-07
6264964,47,39,47,39,3,7.511991015658745e-06,0.0008368557676419322,9.424201396993096,0.0
6265232,43,40,43,40,3,1.8779977539146866e-05,0.0010553977197012906,8.538073625799774,0.0
6265285,46,15,46,15,3,0.0015061541986395785,0.00027539839487154887,-0.883517851869657,0.811521729225001
6265984,42,20,42,20,3,0.001209430553521058,0.000135034051678953,-0.6974222398315504,0.7572307062727703
6266036,44,41,44,41,3,3.755995507829373e-05,0.0017820941293946032,12.006407506937304,0.0
6266039,46,15,46,15,3,0.0015061541986395785,0.00027539839487154887,-0.883517851869657,0.811521729225001
6266086,43,40,43,40,3,1.8779977539146866e-05,0.0010553977197012906,8.538073625799774,0.0
6266278,47,39,47,39,3,7.511991015658745e-06,0.0008368557676419322,9.424201396993096,0.0
6266913,43,24,43,24,3,0.001209430553521058,9.772201108345282e-05,-0.6927071648636535,0.7557533291021429
6267714,45,37,45,37,3,1.8779977539146866e-05,0.0007213661181796699,4.8746151913179485,5.451037815573656e-07
6268006,43,24,43,24,3,0.001209430553521058,9.772201108345282e-05,-0.6927071648636535,0.7557533291021429
6269162,45,37,45,37,3,1.8779977539146866e-05,0.0007213661181796699,4.8746151913179485,5.451037815573656e-07
6269217,8,36,8,36,3,3.7559955078293715e-06,0.0005703411919597883,6.979767151494527,1.4783729795908584e-12
6270925,6,40,6,40,3,0.0,0.00036245982292771586,inf,0.0
6271703,6,40,6,40,3,0.0,0.00036245982292771586,inf,0.0
6272298,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6273487,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6273866,47,39,47,39,3,7.511991015658745e-06,0.0008368557676419322,9.424201396993096,0.0
6274439,47,39,47,39,3,7.511991015658745e-06,0.0008368557676419322,9.424201396993096,0.0
6274536,44,41,44,41,3,3.755995507829373e-05,0.0017820941293946032,12.006407506937304,0.0
6275061,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6275585,46,32,46,32,3,0.00044320746992386603,0.0002274257712487629,-0.24540569981957155,0.5969288419440799
6276120,46,32,46,32,3,0.00044320746992386603,0.0002274257712487629,-0.24540569981957155,0.5969288419440799
6278525,0,25,0,25,3,0.0004732554339865009,6.929378967735746e-05,-0.2736056012581764,0.6078061354880029
6281958,43,15,43,15,3,0.0011906505759819116,0.00017234609227445314,-0.7074571489497296,0.7603587834796459
6282075,43,15,43,15,3,0.0011906505759819116,0.00017234609227445314,-0.7074571489497296,0.7603587834796459
6282516,44,37,44,37,3,1.8779977539146866e-05,0.0015973106902549836,15.18568776438428,0.0
6283278,44,37,44,37,3,1.8779977539146866e-05,0.0015973106902549836,15.18568776438428,0.0
6283687,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6284059,46,18,46,18,3,0.0010742147152392003,9.061495573192898e-05,-0.6102127520945472,0.7291395582610802
6284548,45,38,45,38,3,3.7559955078293715e-06,0.0007497943395857652,11.675980113764078,0.0
6284646,44,37,44,37,3,1.8779977539146866e-05,0.0015973106902549836,15.18568776438428,0.0
6284707,45,38,45,38,3,3.7559955078293715e-06,0.0007497943395857652,11.675980113764078,0.0
6284738,46,38,46,38,3,3.7559955078293715e-06,0.0009914342215375758,17.72745731207089,0.0
6285036,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6285603,45,38,45,38,3,3.7559955078293715e-06,0.0007497943395857652,11.675980113764078,0.0
6288794,42,36,42,36,3,3.7559955078293715e-06,0.0005365826790400501,7.483992667619921,3.608224830031759e-14
6293044,42,36,42,36,3,3.7559955078293715e-06,0.0005365826790400501,7.483992667619921,3.608224830031759e-14
6293477,42,36,42,36,3,3.7559955078293715e-06,0.0005365826790400501,7.483992667619921,3.608224830031759e-14
6294475,42,38,42,38,3,7.511991015658745e-06,0.0005205918044991213,4.899528804342157,4.803338319314675e-07
6294837,44,31,44,31,3,0.0005183273800804534,0.000401548627361097,-0.14511734799847614,0.5576908892230868
6295653,43,11,43,11,3,0.0011192866613331527,0.0001385875793547149,-0.6623589039499912,0.7461293826375646
6301041,44,26,44,26,3,0.0011418226343801294,9.949877492133378e-05,-0.6474075783395715,0.7413159037559678
6301156,45,38,45,38,3,3.7559955078293715e-06,0.0007497943395857652,11.675980113764078,0.0
6301287,45,15,45,15,3,0.0017803418707111227,0.00034113865687314436,-1.0616236751919108,0.8557967193234245
6301796,47,37,47,37,3,7.511991015658745e-06,0.0006378582177992648,6.573766699549863,2.4529045461463284e-11
6301945,45,15,45,15,3,0.0017803418707111227,0.00034113865687314436,-1.0616236751919108,0.8557967193234245
6302256,44,26,44,26,3,0.0011418226343801294,9.949877492133378e-05,-0.6474075783395715,0.7413159037559678
6304203,8,36,8,36,3,3.7559955078293715e-06,0.0005703411919597883,6.979767151494527,1.4783729795908584e-12
6304334,46,30,46,30,3,0.0005070593935569654,0.0002825054502230727,-0.253326872483183,0.5999921840183844
6305580,45,15,45,15,3,0.0017803418707111227,0.00034113865687314436,-1.0616236751919108,0.8557967193234245
6305665,8,36,8,36,3,3.7559955078293715e-06,0.0005703411919597883,6.979767151494527,1.4783729795908584e-12
6305774,46,40,46,40,3,1.8779977539146866e-05,0.0009025960296435275,7.005827383316952,1.2276846206304981e-12
6305865,46,30,46,30,3,0.0005070593935569654,0.0002825054502230727,-0.253326872483183,0.5999921840183844
6306090,45,15,45,15,3,0.0017803418707111227,0.00034113865687314436,-1.0616236751919108,0.8557967193234245
6307833,46,25,46,25,3,0.0010742147152392003,0.00010660583027285764,-0.6188992368534711,0.7320086293553598
6308046,43,40,43,40,3,1.8779977539146866e-05,0.0010553977197012906,8.538073625799774,0.0
6308959,43,40,43,40,3,1.8779977539146866e-05,0.0010553977197012906,8.538073625799774,0.0
6310675,42,40,42,40,3,7.511991015658745e-06,0.0006307511624477412,6.407507069638817,7.395906109763929e-11
6310678,46,25,46,25,3,0.0010742147152392003,0.00010660583027285764,-0.6188992368534711,0.7320086293553598
6312560,43,21,43,21,3,0.0010704587197313713,0.00013681081551683395,-0.6150206904693016,0.7307294717756816
6312865,43,21,43,21,3,0.0010704587197313713,0.00013681081551683395,-0.6150206904693016,0.7307294717756816
6312966,45,13,45,13,3,0.0018742417584068566,0.00033758512919738245,-1.1053735693143971,0.8655011242306625
6313000,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6313575,45,13,45,13,3,0.0018742417584068566,0.00033758512919738245,-1.1053735693143971,0.8655011242306625
6313727,47,37,47,37,3,7.511991015658745e-06,0.0006378582177992648,6.573766699549863,2.4529045461463284e-11
6313873,47,37,47,37,3,7.511991015658745e-06,0.0006378582177992648,6.573766699549863,2.4529045461463284e-11
6314382,44,25,44,25,3,0.0010967506882861768,0.00012615023248954818,-0.6404482004745691,0.7390593724693827
6314992,42,40,42,40,3,7.511991015658745e-06,0.0006307511624477412,6.407507069638817,7.395906109763929e-11
6315258,47,37,47,37,3,7.511991015658745e-06,0.0006378582177992648,6.573766699549863,2.4529045461463284e-11
6315399,44,41,44,41,3,3.755995507829373e-05,0.0017820941293946032,12.006407506937304,0.0
6315794,44,25,44,25,3,0.0010967506882861768,0.00012615023248954818,-0.6404482004745691,0.7390593724693827
6316711,46,40,46,40,3,1.8779977539146866e-05,0.0009025960296435275,7.005827383316952,1.2276846206304981e-12
6317063,43,11,43,11,3,0.0011192866613331527,0.0001385875793547149,-0.6623589039499912,0.7461293826375646
6319341,44,41,44,41,3,3.755995507829373e-05,0.0017820941293946032,12.006407506937304,0.0
6319529,45,39,45,39,3,0.0,0.0006325279262856219,inf,0.0
6319804,45,39,45,39,3,0.0,0.0006325279262856219,inf,0.0
6321172,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6321588,43,28,43,28,3,0.0008375869982459501,0.0005579038450946216,-0.31889502737262004,0.6250969423982504
6321867,44,37,44,37,3,1.8779977539146866e-05,0.0015973106902549836,15.18568776438428,0.0
6325624,44,30,44,30,3,0.0005859352992213821,0.00034113865687314436,-0.2850480984399091,0.6121963537319516
6325928,42,41,42,41,3,1.8779977539146866e-05,0.0005845553026628357,3.5849757277512877,0.00016855477782906636
6326381,46,40,46,40,3,1.8779977539146866e-05,0.0009025960296435275,7.005827383316952,1.2276846206304981e-12
6326897,43,28,43,28,3,0.0008375869982459501,0.0005579038450946216,-0.31889502737262004,0.6250969423982504
6327089,42,41,42,41,3,1.8779977539146866e-05,0.0005845553026628357,3.5849757277512877,0.00016855477782906636
6327346,45,40,45,40,3,1.5023982031317493e-05,0.0006822773137462887,5.0747116924275995,1.94041982926052e-07
6327536,46,38,46,38,3,3.7559955078293715e-06,0.0009914342215375758,17.72745731207089,0.0
6327565,43,28,43,28,3,0.0008375869982459501,0.0005579038450946216,-0.31889502737262004,0.6250969423982504
6327841,43,21,43,21,3,0.0010704587197313713,0.00013681081551683395,-0.6150206904693016,0.7307294717756816
6327991,42,41,42,41,3,1.8779977539146866e-05,0.0005845553026628357,3.5849757277512877,0.00016855477782906636
6328064,43,21,43,21,3,0.0010704587197313713,0.00013681081551683395,-0.6150206904693016,0.7307294717756816
6328112,43,28,43,28,3,0.0008375869982459501,0.0005579038450946216,-0.31889502737262004,0.6250969423982504
6328702,44,30,44,30,3,0.0005859352992213821,0.00034113865687314436,-0.2850480984399091,0.6121963537319516
6329697,43,28,43,28,3,0.0008375869982459501,0.0005579038450946216,-0.31889502737262004,0.6250969423982504
